Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,prospecierarap=2,37,0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.","longish, red",red-white,,,,,,CANDELA,null,"DI FUOCO
 ra27
Bright red, approximately 16 cm long radishes with firm white flesh and a mild, spicy taste. The historic Italian variety is quick to mature, easy to grow and delivers a good crop.
Colour: red-white
Type: longish, red"
en,prospecierarap=2,38,null,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",,,,"fresh, storage",,,,CHANTENAY,null,"À COEUR ROUGE 2
 ka52
Conically-shaped, rather short carrot of the Chantenay type. 12-16 cm in length, good colour inside. Aromatic, slightly tart taste. For medium to early harvest, 130-140 days to maturity.
Use: fresh, storage"
en,prospecierarap=2,39,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",white cabbage,,,fresh,,,,CHATEAURENARD,null,"ko87
Early reliable variety, rather small pointed heads. If sown early, ready for harvesting from May onwards.
Use: fresh
Type: white cabbage"
en,prospecierarap=2,40,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",overwinter,green,,,,,,CHEZ,null,"-LE-BART
 ks71
Light green variety, with 'overflowing' red leaf edges, for early autumn cultivation. Large to very large heads, can be harvested over a long period.
Colour: green
Type: overwinter"
en,prospecierarap=2,41,null,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,red-white,,,,,,CHIOGGIA,null,"ra15
Interesting, traditional variety from Italy. Outside bright light-red. Inside alternating red and white layers. Particularly suited for salads. Layers lose definition during cooking.
Colour: red-white"
en,prospecierarap=2,42,0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,NEW,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,"CLARKIA 'AZALEENSCHAU'
  b138
Large, silky-smooth in a range of colours from white to red with various pink shades in between. This low-maintenance, long-lasting branching plant grows up to 30 cm tall. Great as a potted plant and for cut flowers.
Positive for pollinators: Yes"
en,prospecierarap=2,43,null,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,mix,,,,,,COLOURFUL,null,"BEETROOTS
 ra52
This colorful mix consists of 5 rare varieties acclaimed by ProSpecieRara. They vary both in color, shape and taste. Use raw or cooked as a salad or vegetables.
Colour: mix"
en,prospecierarap=2,44,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",,,,,,,,COMMON,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,"MARIGOLD 'GOLDEN PRINCESS BLACK CENTER'
 b117
70 cm high, very old marigold variety with a strong stem. The golden yellow flowers with their double, dark center look beautifully lively thanks to the play of colors from dark purple to red. Suitable for cutting and insect-friendly. Petals are edible"
en,prospecierarap=2,45,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",regular fruit,,3 cm,,,,,CONTAINER,null,"TOMATO RASPBERRY COLOURED
 to44
Bush tomato, small fruits, suitable for container or hanging basket. The plants grow to some 50 cm in height, and should be cultivated to grow a number of stems, i.e. do not pinch out side shoots. This should result in a an abundance of tasty fruit.
Ø fruit: 3 cm
Type: regular fruit"
en,prospecierarap=2,46,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,CORNFLOWER,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"'BLAUER JUNGE'
  b119
Centaurea cyanus ('Blue Boy'), annual, if sown in autumn biennial and flowering the following summer, in field and garden. Undemanding, good for cutting. Excellent food plant for bees. Ca. 80-120 cm
Positive for pollinators: Yes"
en,prospecierarap=2,47,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","pointed, large",,,,,,,CORNO,null,"DI BUE GIALLO
 pa64
Very vigorously growing, mild and tall pepper with large, long, pointed fruit, which change from green to yellow during ripening.
Fruit type: pointed, large"
en,prospecierarap=2,48,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","pointed, large",,,,,,,CORNO,null,"DI BUE ROSSO
 pa63
Tasty and good cropping variety. Very vigorously growing, mild and tall pepper with large, long, pointed fruit, which change from dark-green to red during ripening.
Fruit type: pointed, large"
en,prospecierarap=2,49,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",,dark green,,,,cylindrical-club-shaped,,COSTATA,null,"ROMANESCO
 zu24
Traditional variety from Italy with excellent taste. Green fruit with yellow, slightly elevated longitudinal stripes.
Colour: dark green
Fruit shape: cylindrical-club-shaped"
en,prospecierarap=2,50,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",,green,,,,,,CRACOVIENSIS,null,"vs20
Already documented in 1885, large-headed variety, frost tolerant. Tasty. Can be cultivated in the second half of the year for its stems ('asparagus lettuce').
Colour: green"
en,prospecierarap=2,51,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,CRIMSON,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"SILENE
  b529
Rosette-forming plant that flowers in the second year. Grows to a height of about 30cm, with burgundy, almost spherical flower heads with blue stamens and a faint scent. Popular with bees and butterflies, drought tolerant. Nice for designing natural gardens using native wild perennials.
Positive for pollinators: Yes"
Category,Subcategory,52,null,null,null,null,,,,,,,,,null,
en,prospecierarap=3,53,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,,,,,,,CUCAMELON,null,"/ ZEHNERIA SCABRA
 gu70
Cucumber-type climing plant, produces a multitude of olive-sized dark green fruit with light green marbling. The tiny cucumbers can be consumed fresh, or pickled."
en,prospecierarap=3,54,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",date,,2x3 cm,,,,,DATTELWEIN,null,"to93
Vigorously growing variety with plenty of the smallest yellow cherry tomatoes. Large multistemmed trusses.
Ø fruit: 2x3 cm
Type: date"
en,prospecierarap=3,55,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",beefsteak,,7 cm,,,,,NEW,null,"DE PAUDEX
 to82
Traditional variety from the Lake Geneva region. Early ripening, good cropper. Vigorous growth. Fleshy red fruit.
Ø fruit: 7 cm
Type: beefsteak"
en,prospecierarap=3,56,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.",,,,,,,,DELPHINIUM,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"TATSIENENSE
 b569
About 40 cm high, graceful branching perennial, in an attractive shade of bright blue. Often flowers in its first year, depending on the weather and the time of sowing. Long flowering period. Short-lived but sets seed easily."
en,prospecierarap=3,57,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,DOUBLE,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"-FLOWERED PINK POPPY FROM FLAMATT
  b176
Pink poppies with large, densely filled flowers. These approximately 1 m tall, early summer-flowering plants are reminiscent of peonies.
Positive for pollinators: Yes"
en,prospecierarap=3,58,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",beefsteak,,5.5 cm,,,,,DWARF,null,"CHAMPION
 to91
Compact growth with strong foliage. Medium-sized flat cushion-shaped fruit, reminiscent of Bernese Rose tomatoes. Well suited for cultivation on a balcony, crops early.
Ø fruit: 5.5 cm
Type: beefsteak"
en,prospecierarap=3,59,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,blue,,"autumn, storage",,,,DYNA,null,"ko48
Light blue kohlrabi for autumn harvesting. Vigorous growth, keeps well. If there is sufficient moisture bulbs will grow quite big, but flesh remains tender. Cultivation similar to Superschmelz.
Tuber colour: blue
Use: autumn, storage"
en,prospecierarap=3,60,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",beefsteak,,8 cm,,,,,EVERGREEN,null,"to47
Robust beefsteak variety with large, flat-round, green, slightly ridged fruit. Tomatoes are initially green, but will turn to golden-yellow when ripe, remaining green on the inside. Tasty.
Ø fruit: 8 cm
Type: beefsteak"
en,prospecierarap=3,61,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,,,,,,,FEURIO,null,"ma30
The bright red stems are very decorative, both in the garden and in the kitchen. Colour remains during cooking. Cultivation as with other leaf beets."
en,prospecierarap=3,62,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Precision seeds: The seeds are calibrated and have an increased germination capacity. The seeds are sold per piece.",white cabbage,,,Sauerkraut,,,,FILDERKRAUT,null,"ko85
Medium-late pointed cabbage with a high sugar content. Specifially suited for the making of Sauerkraut - for many, the best Sauerkraut variety of all. Can also be kept in storage for a limited time.
Use: Sauerkraut
Type: white cabbage"
en,prospecierarap=3,63,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",spring and over winter,,,,,,,FIRST,null,"HARVEST
 sp14
Fast-growing variety for very late outdoor cultivation, as well as very early growing outdoors, or under cover. Sow from mid August to mid September, and end December to beginning of February.
Type: spring and over winter"
en,prospecierarap=3,64,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","early summer, spring",green,,,,,,FORELLENSCHLUSS,null,"ls14
Light green lettuce sprinkled with some brown-red. Well-closing heads and fairly strong leaves. Shape similar to St. Blaise.
Colour: green
Type: early summer, spring"
en,prospecierarap=3,65,null,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,red,,,,,,FORMANOVA,null,"ra18
Large cylindrical shape. Dark-red, practically no layers. Red foliage. Beets located well above ground level. Easy to harvest, stores well.
Colour: red"
en,prospecierarap=3,66,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",sugar pea (autumn sowing),,,,Height: > 200 cm; ,,,FRIEDA,null,"WELTEN
 er58
Vigorous sugar pea for sowing in October. Hardy in most years. Early and large pods. May require cover towards the end of winter (fleece or branch of a fir tree).
Height: > 200 cm
Type: sugar pea (autumn sowing)"
